Postcode,Ward,Longitude,Latitude
OX251NX,Launton & Otmoor Ward,-1.12022344,51.85849971
OX251NY,Launton & Otmoor Ward,-1.11650141,51.85799527
OX251NZ,Launton & Otmoor Ward,-1.1142619,51.85224192
OX251PA,Launton & Otmoor Ward,-1.11552761,51.85137028
OX251PB,Launton & Otmoor Ward,-1.11198645,51.85056136
OX251PD,Launton & Otmoor Ward,-1.07109189,51.85038049
OX251PE,Launton & Otmoor Ward,-1.11026044,51.84973909
OX251PF,Launton & Otmoor Ward,-1.11122009,51.85040272
OX251PG,Launton & Otmoor Ward,-1.11244953,51.84989949
OX251PH,Launton & Otmoor Ward,-1.11318817,51.8485114
OX251PJ,Launton & Otmoor Ward,-1.11364314,51.84900035
OX251PL,Launton & Otmoor Ward,-1.11460919,51.84934031
OX251PP,Launton & Otmoor Ward,-1.10713386,51.84486004
OX251PQ,Launton & Otmoor Ward,-1.11485547,51.84788556
OX251PR,Launton & Otmoor Ward,-1.07289585,51.84878524
OX251PS,Launton & Otmoor Ward,-1.07286475,51.85171621
OX251PT,Launton & Otmoor Ward,-1.07162095,51.85148162
OX251PU,Launton & Otmoor Ward,-1.06993338,51.85164813
OX251PX,Launton & Otmoor Ward,-1.07193289,51.85043208
OX251PY,Launton & Otmoor Ward,-1.07160768,51.84859526
OX251PZ,Launton & Otmoor Ward,-1.09440237,51.84850316
OX251QA,Launton & Otmoor Ward,-1.07141496,51.84666957
OX251QB,Launton & Otmoor Ward,-1.07366015,51.84691205
OX251QD,Launton & Otmoor Ward,-1.07115747,51.853546
OX251QE,Launton & Otmoor Ward,-1.07881046,51.86416211
OX251QF,Launton & Otmoor Ward,-1.07478219,51.86513754
OX251QG,Launton & Otmoor Ward,-1.07378879,51.8668381
OX251QH,Launton & Otmoor Ward,-1.11389694,51.85086349
OX251QJ,Launton & Otmoor Ward,-1.11461036,51.85076097
OX251QL,Launton & Otmoor Ward,-1.11484203,51.85005239
OX251QN,Launton & Otmoor Ward,-1.06960832,51.8737735
OX251QP,Launton & Otmoor Ward,-1.11668732,51.84849277
OX251QQ,Launton & Otmoor Ward,-1.08074639,51.86965303
OX251QS,Launton & Otmoor Ward,-1.11004879,51.85679574
OX251QT,Launton & Otmoor Ward,-1.11711724,51.84803743
OX251QU,Launton & Otmoor Ward,-1.11780057,51.84724232
OX251QW,Launton & Otmoor Ward,-1.11639358,51.84940768
OX251RA,Bicester East Ward,-1.14150085,51.9017792
OX251TA,Launton & Otmoor Ward,-1.09644223,51.86990944
OX251TB,Launton & Otmoor Ward,-1.09750829,51.8696209
OX251TD,Launton & Otmoor Ward,-1.09907975,51.86875179
OX251TE,Launton & Otmoor Ward,-1.09960524,51.86934924
OX251TF,Launton & Otmoor Ward,-1.10296694,51.87048085
OX251TG,Launton & Otmoor Ward,-1.09979477,51.87295625
OX251TH,Launton & Otmoor Ward,-1.09823372,51.87475157
OX251TJ,Launton & Otmoor Ward,-1.10992592,51.87850002
OX251TL,Bicester South & Ambrosden Ward,-1.11621295,51.877927
OX251TP,Launton & Otmoor Ward,-1.09529371,51.86996356
OX251TQ,Launton & Otmoor Ward,-1.09750082,51.87580693
OX251TR,Launton & Otmoor Ward,-1.1005976,51.86984236
OX251TS,Launton & Otmoor Ward,-1.09492193,51.87112059
OX251TU,Launton & Otmoor Ward,-1.09670656,51.8690393
OX251TW,Launton & Otmoor Ward,-1.09046775,51.86222071
OX251UL,Launton & Otmoor Ward,-1.09653166,51.87560169
OX251WA,Launton & Otmoor Ward,-1.09836279,51.87556177
OX251WD,Bicester East Ward,-1.14150085,51.9017792
OX252AA,Bicester South & Ambrosden Ward,-1.12416635,51.86858149
OX252AB,Bicester South & Ambrosden Ward,-1.12106703,51.86887308
OX252AD,Bicester South & Ambrosden Ward,-1.12273618,51.87416349
OX252AE,Launton & Otmoor Ward,-1.16716677,51.85314989
OX252AF,Bicester South & Ambrosden Ward,-1.12151582,51.86894836
OX252AG,Bicester South & Ambrosden Ward,-1.1213279,51.86964829
OX252AH,Bicester South & Ambrosden Ward,-1.11868303,51.87046472
OX252AJ,Bicester South & Ambrosden Ward,-1.11693451,51.87074832
OX252AL,Bicester South & Ambrosden Ward,-1.1183835,51.87018374
OX252AN,Bicester South & Ambrosden Ward,-1.11880865,51.87072641
OX252AP,Bicester South & Ambrosden Ward,-1.12086319,51.86964482
OX252AQ,Bicester South & Ambrosden Ward,-1.15702721,51.88374709
OX252AR,Bicester South & Ambrosden Ward,-1.12679101,51.86729724
OX252AS,Bicester South & Ambrosden Ward,-1.12747335,51.86731129
OX252AT,Bicester South & Ambrosden Ward,-1.12775441,51.86779891
OX252AW,Bicester South & Ambrosden Ward,-1.14205247,51.88502351
OX252AX,Bicester South & Ambrosden Ward,-1.14245224,51.8846308
OX252AY,Bicester South & Ambrosden Ward,-1.14481022,51.88287668
OX252AZ,Bicester South & Ambrosden Ward,-1.144217,51.88274649
OX252BA,Bicester South & Ambrosden Ward,-1.14471517,51.88252533
OX252BB,Bicester South & Ambrosden Ward,-1.14550541,51.88222537
OX252BD,Bicester South & Ambrosden Ward,-1.14535328,51.88181966
OX252BE,Bicester South & Ambrosden Ward,-1.1492703,51.88289104
OX252BF,Bicester South & Ambrosden Ward,-1.14445463,51.88477126
OX252BG,Bicester South & Ambrosden Ward,-1.14590432,51.88264186
OX252BH,Bicester South & Ambrosden Ward,-1.14931405,51.88288236
OX252BJ,Bicester South & Ambrosden Ward,-1.1479881,51.88231531
OX252BL,Bicester South & Ambrosden Ward,-1.15006614,51.88152112
OX252BN,Bicester South & Ambrosden Ward,-1.1495155,51.88375597
OX252BQ,Bicester South & Ambrosden Ward,-1.14809889,51.88260383
OX252BS,Bicester South & Ambrosden Ward,-1.14847794,51.88253464
OX252BT,Bicester South & Ambrosden Ward,-1.15124953,51.88194326
OX252BW,Bicester South & Ambrosden Ward,-1.14837591,51.88255189
OX252BY,Bicester South & Ambrosden Ward,-1.1509399,51.8821838
OX252DA,Bicester South & Ambrosden Ward,-1.15205644,51.88152649
OX252DB,Bicester South & Ambrosden Ward,-1.15324371,51.88096859
OX252DD,Bicester South & Ambrosden Ward,-1.1514009,51.88084742
OX252DE,Bicester South & Ambrosden Ward,-1.14983321,51.88154641
OX252DF,Launton & Otmoor Ward,-1.11432796,51.87182569
OX252DH,Launton & Otmoor Ward,-1.11246672,51.87192855
OX252DJ,Launton & Otmoor Ward,-1.11329613,51.87185388
OX252JS,Bicester South & Ambrosden Ward,-1.13284415,51.88031651
OX252JY,Launton & Otmoor Ward,-1.18700839,51.87042619
OX252LA,Bicester South & Ambrosden Ward,-1.12221025,51.86908842
OX252LB,Bicester East Ward,-1.14150085,51.9017792
OX252LD,Launton & Otmoor Ward,-1.11245825,51.85610361
OX252LF,Bicester South & Ambrosden Ward,-1.11481776,51.87277347
OX252LG,Bicester South & Ambrosden Ward,-1.11469776,51.87370767
OX252LH,Bicester South & Ambrosden Ward,-1.11612082,51.87299006
OX252LJ,Bicester South & Ambrosden Ward,-1.11561383,51.87217703
OX252LL,Bicester South & Ambrosden Ward,-1.11763289,51.8721742
OX252LQ,Bicester South & Ambrosden Ward,-1.1162782,51.87385442
OX252LR,Bicester South & Ambrosden Ward,-1.12210039,51.87025648
OX252LS,Bicester South & Ambrosden Ward,-1.12360669,51.86972822
OX252LT,Bicester South & Ambrosden Ward,-1.12290959,51.86897674
OX252LU,Bicester South & Ambrosden Ward,-1.12268532,51.87005404
OX252LW,Bicester South & Ambrosden Ward,-1.12420317,51.86967872
OX252LX,Bicester South & Ambrosden Ward,-1.12472278,51.86909814
OX252LY,Bicester South & Ambrosden Ward,-1.12619674,51.86948673
OX252LZ,Bicester South & Ambrosden Ward,-1.12706075,51.86836922
OX252NA,Launton & Otmoor Ward,-1.16187744,51.85651106
OX252NB,Launton & Otmoor Ward,-1.16220403,51.85612675
OX252ND,Launton & Otmoor Ward,-1.14540398,51.85997108
OX252NF,Launton & Otmoor Ward,-1.16227044,51.85567766
OX252NG,Launton & Otmoor Ward,-1.16568032,51.85501855
OX252NH,Launton & Otmoor Ward,-1.16612607,51.853682
OX252NJ,Launton & Otmoor Ward,-1.16617733,51.85405101
OX252NL,Launton & Otmoor Ward,-1.16765489,51.85345006
OX252NN,Launton & Otmoor Ward,-1.16420336,51.85558352
OX252NP,Bicester South & Ambrosden Ward,-1.12778686,51.8683746
OX252NQ,Launton & Otmoor Ward,-1.16593293,51.85470565
OX252NR,Launton & Otmoor Ward,-1.16249838,51.85513081
OX252NS,Launton & Otmoor Ward,-1.15945402,51.86891082
OX252NW,Launton & Otmoor Ward,-1.16470807,51.85420243
OX252NY,Fringford & Heyfords Ward,-1.17228736,51.88349578
OX252PA,Fringford & Heyfords Ward,-1.16880151,51.88343524
OX252PB,Launton & Otmoor Ward,-1.18662006,51.87343559
OX252PD,Launton & Otmoor Ward,-1.1879574,51.87338189
OX252PE,Launton & Otmoor Ward,-1.18408889,51.87444307
OX252PF,Launton & Otmoor Ward,-1.18440171,51.87401367
OX252PG,Launton & Otmoor Ward,-1.18564786,51.87418414
OX252PH,Launton & Otmoor Ward,-1.18552177,51.87312229
OX252PJ,Launton & Otmoor Ward,-1.18579383,51.87333996
OX252PL,Launton & Otmoor Ward,-1.18637112,51.87274155
OX252PN,Launton & Otmoor Ward,-1.18781864,51.87302128
OX252PP,Launton & Otmoor Ward,-1.18785538,51.87098051
OX252PQ,Launton & Otmoor Ward,-1.18464059,51.87365567
OX252PR,Launton & Otmoor Ward,-1.18656671,51.87075582
OX252PS,Launton & Otmoor Ward,-1.18867435,51.86986225
OX252PT,Launton & Otmoor Ward,-1.19072432,51.86975049
OX252PU,Launton & Otmoor Ward,-1.18985457,51.87046381
OX252PW,Launton & Otmoor Ward,-1.18668633,51.87217727
OX252PZ,Launton & Otmoor Ward,-1.18762199,51.87184206
OX252QA,Launton & Otmoor Ward,-1.18187676,51.8722698
OX252QB,Launton & Otmoor Ward,-1.18573881,51.8715593
OX252RA,Bicester South & Ambrosden Ward,-1.12698999,51.87052663
OX252RB,Bicester South & Ambrosden Ward,-1.12430052,51.87364464
OX252RD,Bicester South & Ambrosden Ward,-1.12517188,51.87290483
OX252RE,Bicester South & Ambrosden Ward,-1.12663475,51.87011938
OX252RF,Bicester South & Ambrosden Ward,-1.12627889,51.87199594
OX252RG,Bicester South & Ambrosden Ward,-1.12257387,51.87055673
OX252RH,Bicester South & Ambrosden Ward,-1.12145074,51.87154639
OX252RJ,Bicester South & Ambrosden Ward,-1.12168049,51.87317555
OX252RL,Bicester South & Ambrosden Ward,-1.12361907,51.87208406
OX252RN,Bicester South & Ambrosden Ward,-1.1260699,51.87303739
OX252RP,Bicester South & Ambrosden Ward,-1.1242077,51.8724391
OX252RQ,Bicester South & Ambrosden Ward,-1.12222167,51.8714892
OX252RR,Bicester South & Ambrosden Ward,-1.12689372,51.87174874
OX252RS,Bicester South & Ambrosden Ward,-1.12279536,51.86962327
OX252RT,Bicester South & Ambrosden Ward,-1.12716113,51.87068974
OX252RU,Bicester South & Ambrosden Ward,-1.12824286,51.87108438
OX252RW,Bicester South & Ambrosden Ward,-1.12726339,51.86990825
OX252RX,Bicester South & Ambrosden Ward,-1.12451486,51.87083193
OX252RY,Bicester South & Ambrosden Ward,-1.12100086,51.87301762
OX252RZ,Bicester South & Ambrosden Ward,-1.12027572,51.87370454
OX252SA,Bicester South & Ambrosden Ward,-1.12069567,51.8745169
OX252SB,Bicester South & Ambrosden Ward,-1.11807698,51.8747221
OX252SD,Bicester South & Ambrosden Ward,-1.12144392,51.87338957
OX252SE,Bicester South & Ambrosden Ward,-1.12054362,51.87412014
OX252SF,Bicester South & Ambrosden Ward,-1.11913425,51.87488286
OX252SG,Bicester South & Ambrosden Ward,-1.11904152,51.87442361
OX252SH,Bicester South & Ambrosden Ward,-1.11962862,51.8741133
OX252SJ,Bicester South & Ambrosden Ward,-1.12043604,51.87218619
OX252SL,Bicester South & Ambrosden Ward,-1.11941009,51.87340135
OX252SN,Bicester South & Ambrosden Ward,-1.11949201,51.87292542
OX252SP,Bicester South & Ambrosden Ward,-1.1286667,51.87696786
OX252SQ,Bicester South & Ambrosden Ward,-1.11835896,51.87367222
OX252UH,Launton & Otmoor Ward,-1.16581871,51.85381469
OX252UJ,Bicester South & Ambrosden Ward,-1.12508729,51.8697752
OX252ZX,Bicester East Ward,-1.14150085,51.9017792
OX253AB,Launton & Otmoor Ward,-1.22433661,51.86453718
OX253AD,Launton & Otmoor Ward,-1.23147415,51.87948255
OX253FH,Launton & Otmoor Ward,-1.22706839,51.86360209
OX253FL,Launton & Otmoor Ward,-1.22785335,51.86440746
OX253GW,Launton & Otmoor Ward,-1.23245841,51.86176719
OX253PD,Fringford & Heyfords Ward,-1.19181688,51.87767933
OX253PX,Launton & Otmoor Ward,-1.22258923,51.8580609
OX253QE,Launton & Otmoor Ward,-1.20623529,51.86073898
OX253QF,Launton & Otmoor Ward,-1.2173163,51.8581698
OX253QH,Launton & Otmoor Ward,-1.22205361,51.85712227
OX253QJ,Launton & Otmoor Ward,-1.22369667,51.8595248
OX253QL,Launton & Otmoor Ward,-1.22391693,51.86107276
OX253QN,Launton & Otmoor Ward,-1.22401436,51.8646969
OX253QP,Launton & Otmoor Ward,-1.2282953,51.86404172
OX253QQ,Launton & Otmoor Ward,-1.22949324,51.85001414
OX253QR,Launton & Otmoor Ward,-1.23044058,51.86428056
OX253QS,Launton & Otmoor Ward,-1.23058158,51.86282489
OX253QT,Launton & Otmoor Ward,-1.23184811,51.86179018
OX253QU,Launton & Otmoor Ward,-1.23443785,51.85979301
OX253QW,Launton & Otmoor Ward,-1.21062308,51.84649028
OX253QX,Launton & Otmoor Ward,-1.22683332,51.86460756
OX253QY,Launton & Otmoor Ward,-1.22634565,51.86509888
OX253QZ,Launton & Otmoor Ward,-1.22743092,51.8653308
OX253RA,Launton & Otmoor Ward,-1.22741039,51.86568132
OX253RB,Launton & Otmoor Ward,-1.22767706,51.86622255
OX253RD,Launton & Otmoor Ward,-1.22929504,51.86502833
OX253RE,Launton & Otmoor Ward,-1.22919844,51.86473098
OX253RF,Launton & Otmoor Ward,-1.22980645,51.86569703
OX253RG,Launton & Otmoor Ward,-1.22957466,51.86651372
OX253RH,Launton & Otmoor Ward,-1.22783828,51.86528851
OX253RQ,Launton & Otmoor Ward,-1.2267189,51.8687428
OX253SX,Launton & Otmoor Ward,-1.23153394,51.87938403
OX253TH,Launton & Otmoor Ward,-1.23039759,51.88127376
OX253TJ,Launton & Otmoor Ward,-1.23080246,51.87883079
OX253TL,Launton & Otmoor Ward,-1.21051313,51.87602599
OX253TQ,Launton & Otmoor Ward,-1.22823762,51.87929952
OX253WQ,Launton & Otmoor Ward,-1.21012275,51.84604634
OX254AA,Fringford & Heyfords Ward,-1.2033933,51.90573004
OX254AB,Fringford & Heyfords Ward,-1.22377844,51.90794322
OX254AD,Fringford & Heyfords Ward,-1.22507764,51.90847328
OX254AE,Fringford & Heyfords Ward,-1.22648154,51.9139132
OX254AF,Fringford & Heyfords Ward,-1.22932166,51.90851912
OX254AG,Fringford & Heyfords Ward,-1.22503373,51.90680062
OX254AH,Fringford & Heyfords Ward,-1.23078859,51.89582414
OX254AJ,Fringford & Heyfords Ward,-1.23249017,51.89404599
OX254AL,Fringford & Heyfords Ward,-1.24404294,51.91486348
OX254AN,Fringford & Heyfords Ward,-1.22579744,51.90803744
OX254AP,Fringford & Heyfords Ward,-1.25001492,51.91769794
OX254AQ,Fringford & Heyfords Ward,-1.23758438,51.90560584
OX254AR,Fringford & Heyfords Ward,-1.22643067,51.90841025
OX254AS,Fringford & Heyfords Ward,-1.22777131,51.90822124
OX254AU,Deddington Ward,-1.31776132,51.93365573
OX254AW,Fringford & Heyfords Ward,-1.227492,51.90755406
OX254GX,Fringford & Heyfords Ward,-1.22822344,51.9081343
OX254JE,Fringford & Heyfords Ward,-1.2310228,51.90764911
OX254JF,Fringford & Heyfords Ward,-1.2366916,51.90682285
OX254JG,Fringford & Heyfords Ward,-1.22863419,51.90876637
OX254NB,Fringford & Heyfords Ward,-1.27587637,51.90805949
OX254ND,Fringford & Heyfords Ward,-1.26191583,51.91548042
OX254NE,Fringford & Heyfords Ward,-1.26230991,51.91361273
OX254NF,Fringford & Heyfords Ward,-1.26497398,51.91161536
OX254QL,The Bartons Ward,-1.33893555,51.92495619
OX254QN,The Bartons Ward,-1.34423538,51.92351124
OX254QP,The Bartons Ward,-1.34897861,51.92232376
OX254QR,The Bartons Ward,-1.35089751,51.92236133
OX254QS,The Bartons Ward,-1.34232721,51.92273636
OX254QT,Stonesfield and Tackley Ward,-1.30939728,51.91379049
OX254QU,Stonesfield and Tackley Ward,-1.30459945,51.91379821
OX254QW,The Bartons Ward,-1.34486717,51.92406322
OX254QX,Stonesfield and Tackley Ward,-1.30260093,51.91235679
OX254QY,Stonesfield and Tackley Ward,-1.31224883,51.91080414
OX254QZ,Stonesfield and Tackley Ward,-1.30677222,51.90581787
OX254RA,Stonesfield and Tackley Ward,-1.32355779,51.9050793
OX254RB,Stonesfield and Tackley Ward,-1.31215832,51.91006633
OX254RD,Stonesfield and Tackley Ward,-1.3084434,51.89921918
OX254RP,Deddington Ward,-1.3099237,51.92687569
OX254RR,Deddington Ward,-1.3086816,51.92726402
OX254RS,Deddington Ward,-1.30763212,51.92741969
OX254RT,Deddington Ward,-1.31202531,51.92829061
OX254RU,Deddington Ward,-1.3113767,51.92790919
OX254RX,Deddington Ward,-1.31928308,51.92920494
OX254RY,Deddington Ward,-1.31638987,51.92914322
OX254RZ,Deddington Ward,-1.31140444,51.92704621
OX254SA,Deddington Ward,-1.31499368,51.9291441
OX254SB,Deddington Ward,-1.31560233,51.93024456
OX254SD,Deddington Ward,-1.3172883,51.93031729
OX254SE,Deddington Ward,-1.31205901,51.93084429
OX254SF,Deddington Ward,-1.30852988,51.93146199
OX254SG,Deddington Ward,-1.30803551,51.93050602
OX254SH,Deddington Ward,-1.30718866,51.92694055
OX254SJ,Deddington Ward,-1.30543097,51.92586925
OX254SL,Deddington Ward,-1.30708311,51.92529455
OX254SN,Deddington Ward,-1.30709707,51.92344246
OX254SP,Deddington Ward,-1.31514746,51.93146471
OX254SQ,Deddington Ward,-1.30899914,51.92931586
OX254SR,Deddington Ward,-1.31411631,51.93232185
OX254SS,Deddington Ward,-1.31623067,51.93196551
OX254ST,Deddington Ward,-1.30678882,51.92457353
OX254SU,Deddington Ward,-1.30803553,51.92672076
OX254SW,Deddington Ward,-1.30322914,51.92249354
OX254SX,Deddington Ward,-1.30772239,51.92627835
OX254TA,Fringford & Heyfords Ward,-1.2107806,51.91219956
OX254TB,Fringford & Heyfords Ward,-1.19884866,51.92014815
OX254TD,Fringford & Heyfords Ward,-1.22172889,51.90709351
OX254TE,Fringford & Heyfords Ward,-1.22317966,51.90557458
OX254TH,Deddington Ward,-1.31714658,51.93295086
OX254YU,Bicester East Ward,-1.14150085,51.9017792
OX254ZD,Bicester East Ward,-1.14150085,51.9017792
OX254ZE,Bicester East Ward,-1.14150085,51.9017792
OX254ZF,Bicester East Ward,-1.14150085,51.9017792
OX255AA,Fringford & Heyfords Ward,-1.26108587,51.92707382
OX255AB,Fringford & Heyfords Ward,-1.26457917,51.92866915
OX255AD,Fringford & Heyfords Ward,-1.26373032,51.92810639
OX255AE,Fringford & Heyfords Ward,-1.26353968,51.92731397
OX255AF,Fringford & Heyfords Ward,-1.25040304,51.92757274
OX255AG,Fringford & Heyfords Ward,-1.26255859,51.92861155
OX255AH,Fringford & Heyfords Ward,-1.24907447,51.93136755
OX255AJ,Fringford & Heyfords Ward,-1.24931691,51.93078466
OX255AL,Fringford & Heyfords Ward,-1.25313873,51.92660109
OX255AN,Fringford & Heyfords Ward,-1.25259832,51.92674152
OX255AP,Fringford & Heyfords Ward,-1.25269735,51.92603185
OX255AQ,Fringford & Heyfords Ward,-1.26166511,51.92811144
OX255AR,Fringford & Heyfords Ward,-1.26158273,51.92781421
OX255AS,Fringford & Heyfords Ward,-1.26215942,51.92723341
OX255AT,Fringford & Heyfords Ward,-1.26186468,51.92658419
OX255AU,Fringford & Heyfords Ward,-1.26227536,51.92637097
OX255AW,Fringford & Heyfords Ward,-1.2622397,51.92588523
OX255AX,Fringford & Heyfords Ward,-1.25474606,51.9252626
OX255AY,Fringford & Heyfords Ward,-1.25447484,51.92495518
OX255AZ,Fringford & Heyfords Ward,-1.25549998,51.9245211
OX255BA,Fringford & Heyfords Ward,-1.25638503,51.92464358
OX255BB,Fringford & Heyfords Ward,-1.25412298,51.92600493
OX255BD,Fringford & Heyfords Ward,-1.25543064,51.92607613
OX255BE,Fringford & Heyfords Ward,-1.25603808,51.92715891
OX255BF,Fringford & Heyfords Ward,-1.25582309,51.92608761
OX255BH,Fringford & Heyfords Ward,-1.26028616,51.92794993
OX255BJ,Fringford & Heyfords Ward,-1.26070248,51.92916635
OX255BL,Fringford & Heyfords Ward,-1.26134949,51.92961997
OX255BN,Fringford & Heyfords Ward,-1.26029058,51.92945149
OX255BP,Fringford & Heyfords Ward,-1.26120045,51.92895369
OX255BS,Fringford & Heyfords Ward,-1.27019608,51.93026856
OX255BW,Fringford & Heyfords Ward,-1.25235681,51.92902375
OX255BX,Fringford & Heyfords Ward,-1.25534716,51.92848524
OX255BY,Fringford & Heyfords Ward,-1.27019608,51.93026856
OX255BZ,Fringford & Heyfords Ward,-1.25500053,51.9283392
OX255HA,Fringford & Heyfords Ward,-1.26160309,51.93366759
OX255HD,Fringford & Heyfords Ward,-1.25119064,51.93005931
OX255HE,Deddington Ward,-1.24711385,51.94336727
OX255HJ,Fringford & Heyfords Ward,-1.2497322,51.93030178
OX255HQ,Deddington Ward,-1.25404843,51.94279099
OX255JU,Fringford & Heyfords Ward,-1.27640627,51.93027092
OX255JX,Fringford & Heyfords Ward,-1.27702684,51.92966334
OX255LA,Fringford & Heyfords Ward,-1.2759411,51.92935096
OX255LB,Fringford & Heyfords Ward,-1.27627775,51.9319335
OX255LD,Fringford & Heyfords Ward,-1.27792558,51.92984867
OX255LE,Fringford & Heyfords Ward,-1.27877524,51.93037537
OX255LF,Fringford & Heyfords Ward,-1.28114594,51.93037189
OX255LG,Fringford & Heyfords Ward,-1.27988001,51.929501
OX255LH,Fringford & Heyfords Ward,-1.27902809,51.93093437
OX255LJ,Fringford & Heyfords Ward,-1.27549443,51.92999557
OX255LL,Fringford & Heyfords Ward,-1.27811004,51.93104562
OX255LN,Fringford & Heyfords Ward,-1.27662408,51.93119835
OX255LQ,Fringford & Heyfords Ward,-1.28236136,51.92894072
OX255LR,Fringford & Heyfords Ward,-1.24956099,51.92923074
OX255LS,Fringford & Heyfords Ward,-1.24613827,51.93213102
OX255LT,Fringford & Heyfords Ward,-1.27937551,51.93012729
OX255LU,Fringford & Heyfords Ward,-1.24801088,51.92712591
OX255LX,Fringford & Heyfords Ward,-1.24728039,51.92645589
OX255LZ,Fringford & Heyfords Ward,-1.2553966,51.92373821
OX255NA,Fringford & Heyfords Ward,-1.27347264,51.92279919
OX255NG,Fringford & Heyfords Ward,-1.27688916,51.93099318
OX255NP,Fringford & Heyfords Ward,-1.29301235,51.91934867
OX255NQ,Fringford & Heyfords Ward,-1.28235412,51.93030733
OX255NR,Fringford & Heyfords Ward,-1.29511781,51.91953213
OX255NS,Fringford & Heyfords Ward,-1.29233663,51.91978518
OX255NT,Fringford & Heyfords Ward,-1.28852995,51.91960039
OX255NU,Fringford & Heyfords Ward,-1.28617264,51.91971199
OX255NX,Fringford & Heyfords Ward,-1.28698794,51.91872791
OX255NY,Fringford & Heyfords Ward,-1.29454642,51.91980742
OX255NZ,Fringford & Heyfords Ward,-1.29621899,51.91978147
OX255PA,Fringford & Heyfords Ward,-1.2945903,51.91886362
OX255PB,Fringford & Heyfords Ward,-1.3032427,51.91879827
OX255PD,Fringford & Heyfords Ward,-1.29795731,51.91833528
OX255PE,Fringford & Heyfords Ward,-1.2931782,51.91804594
OX255PF,Fringford & Heyfords Ward,-1.28457948,51.91931571
OX255PG,Fringford & Heyfords Ward,-1.29038961,51.92061862
OX255PP,Deddington Ward,-1.31153592,51.93557057
OX255PQ,Fringford & Heyfords Ward,-1.28732165,51.91969198
OX255PR,Deddington Ward,-1.3095933,51.93989291
OX255PS,Deddington Ward,-1.30990146,51.93592065
OX255PT,Deddington Ward,-1.30975024,51.93819452
OX255PX,Deddington Ward,-1.30988844,51.94056898
OX255PY,Deddington Ward,-1.30995107,51.93932857
OX255PZ,Deddington Ward,-1.31149097,51.93946347
OX255QA,Deddington Ward,-1.31131233,51.94639457
OX255QB,Deddington Ward,-1.31086965,51.94870268
OX255QD,Deddington Ward,-1.30850301,51.94932718
OX255QE,Deddington Ward,-1.30062176,51.94714076
OX255QF,Deddington Ward,-1.31744987,51.94557615
OX255QG,Deddington Ward,-1.32660655,51.93352683
OX255QH,The Bartons Ward,-1.33487401,51.91540268
OX255QJ,The Bartons Ward,-1.3341854,51.90494203
OX255QL,Deddington Ward,-1.30996175,51.93483307
OX255QQ,Deddington Ward,-1.32413216,51.92395507
OX255RH,Deddington Ward,-1.31082474,51.94022381
OX255TA,Fringford & Heyfords Ward,-1.24816914,51.92897011
OX255TB,Fringford & Heyfords Ward,-1.24754691,51.93052162
OX255TD,Fringford & Heyfords Ward,-1.25703491,51.92756082
OX255TE,Fringford & Heyfords Ward,-1.25828149,51.92781144
OX255TF,Fringford & Heyfords Ward,-1.25935416,51.92802499
OX255TG,Fringford & Heyfords Ward,-1.25929832,51.92699965
OX255TH,Fringford & Heyfords Ward,-1.25906385,51.92622494
OX255TJ,Fringford & Heyfords Ward,-1.25955746,51.92539186
OX255TL,Fringford & Heyfords Ward,-1.26092037,51.92475306
OX255TN,Fringford & Heyfords Ward,-1.25963799,51.92491584
OX255TP,Fringford & Heyfords Ward,-1.25818005,51.9242593
OX255TQ,Fringford & Heyfords Ward,-1.25902573,51.92677315
OX255TR,Fringford & Heyfords Ward,-1.25881314,51.92378675
OX255TS,Fringford & Heyfords Ward,-1.25873983,51.92735578
OX255TT,Fringford & Heyfords Ward,-1.25828024,51.92523996
OX255TU,Fringford & Heyfords Ward,-1.26049485,51.92675542
OX255TW,Fringford & Heyfords Ward,-1.26002461,51.92439677
OX255TX,Fringford & Heyfords Ward,-1.25642611,51.92655896
OX255TY,Fringford & Heyfords Ward,-1.25772679,51.92529042
OX255UT,Bicester East Ward,-1.14150085,51.9017792
OX255YL,Bicester East Ward,-1.14150085,51.9017792
OX256AA,Deddington Ward,-1.30254173,51.95657482
OX256AB,Deddington Ward,-1.27921188,51.95035636
OX256EP,Launton & Otmoor Ward,-1.12249594,51.89993959
OX256HL,Deddington Ward,-1.30934896,51.95488865
OX256HP,Deddington Ward,-1.30600114,51.95778208
OX256HR,Deddington Ward,-1.30685311,51.95632155
OX256HS,Deddington Ward,-1.30780878,51.95663287
OX256HT,Deddington Ward,-1.30672701,51.95695018
OX256HU,Deddington Ward,-1.30838151,51.95629457
OX256HX,Deddington Ward,-1.30789847,51.95742461
OX256HY,Deddington Ward,-1.29860438,51.95990512
OX256HZ,Deddington Ward,-1.28371516,51.95813419
OX256JA,Deddington Ward,-1.29635951,51.95641217
OX256JB,Deddington Ward,-1.31772665,51.95420022
OX256JD,Deddington Ward,-1.31958459,51.96028894
OX256JE,Deddington Ward,-1.3189277,51.96042001
OX256JF,Deddington Ward,-1.33225504,51.95379797
OX256JG,Deddington Ward,-1.33285892,51.95330689
OX256JH,Deddington Ward,-1.33347838,51.954713
OX256JJ,Deddington Ward,-1.33319454,51.96209307
OX256JL,Deddington Ward,-1.33510918,51.95267225
OX256JN,Deddington Ward,-1.33593076,51.95122932
OX256JP,Deddington Ward,-1.33650068,51.95303974
