Neighbourhood,Street,Description,GeometryJSON,Email,Phone
Greater Leys,"GREATER LEYS 12 Tarragon Dr, Teal Cl, Buttercup Sq, Pochard Pl",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.194858, 51.714081, 0.0], [-1.192785, 51.71432, 0.0], [-1.192844, 51.715045, 0.0], [-1.192882, 51.715427, 0.0], [-1.192968, 51.715633, 0.0], [-1.193413, 51.715661, 0.0], [-1.193788, 51.715644, 0.0], [-1.19403, 51.715598, 0.0], [-1.194512, 51.715563, 0.0], [-1.194598, 51.715533, 0.0], [-1.194325, 51.715059, 0.0], [-1.194469, 51.71488, 0.0], [-1.195097, 51.71466, 0.0], [-1.194928, 51.71434, 0.0], [-1.195008, 51.71431, 0.0], [-1.194858, 51.714081, 0.0]]]}, ""bbox"": [-1.195097, 51.714081, -1.192785, 51.715661]}], ""bbox"": [-1.195097, 51.714081, -1.192785, 51.715661]}",tarragon@oxfordtogether.org,7572656393
Jericho,"JERICHO 02 Great Clarendon Street, School Court",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.265732, 51.75915, 0.0], [-1.266762, 51.758602, 0.0], [-1.266681, 51.758513, 0.0], [-1.266912, 51.758383, 0.0], [-1.267046, 51.758456, 0.0], [-1.268006, 51.757995, 0.0], [-1.268323, 51.758277, 0.0], [-1.26894, 51.757925, 0.0], [-1.26865, 51.757663, 0.0], [-1.268693, 51.757643, 0.0], [-1.268564, 51.757536, 0.0], [-1.268736, 51.757463, 0.0], [-1.268832, 51.757546, 0.0], [-1.269358, 51.757314, 0.0], [-1.269272, 51.757208, 0.0], [-1.269535, 51.757095, 0.0], [-1.26968, 51.757208, 0.0], [-1.269916, 51.757108, 0.0], [-1.269648, 51.756793, 0.0], [-1.268886, 51.757085, 0.0], [-1.268709, 51.757241, 0.0], [-1.26857, 51.757321, 0.0], [-1.267508, 51.757852, 0.0], [-1.26674, 51.758237, 0.0], [-1.266837, 51.758333, 0.0], [-1.266692, 51.758403, 0.0], [-1.266628, 51.758443, 0.0], [-1.266574, 51.75839, 0.0], [-1.266048, 51.758612, 0.0], [-1.266123, 51.758672, 0.0], [-1.26511, 51.75922, 0.0], [-1.265185, 51.75927, 0.0], [-1.265614, 51.759054, 0.0], [-1.265732, 51.75915, 0.0]]]}, ""bbox"": [-1.269916, 51.756793, -1.26511, 51.75927]}], ""bbox"": [-1.269916, 51.756793, -1.26511, 51.75927]}",greatclarendon@oxfordtogether.org,31646584722
Jericho,"JERICHO 03 Nelson Street, Wellington Street",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.268425, 51.757297, 0.0], [-1.268886, 51.757085, 0.0], [-1.269648, 51.756793, 0.0], [-1.266381, 51.756653, 0.0], [-1.266392, 51.756919, 0.0], [-1.266451, 51.756972, 0.0], [-1.266563, 51.756982, 0.0], [-1.266901, 51.757015, 0.0], [-1.267406, 51.757387, 0.0], [-1.267164, 51.757483, 0.0], [-1.26696, 51.75758, 0.0], [-1.266547, 51.757271, 0.0], [-1.265077, 51.757878, 0.0], [-1.266048, 51.758612, 0.0], [-1.266531, 51.758403, 0.0], [-1.26614, 51.758151, 0.0], [-1.266429, 51.757988, 0.0], [-1.266563, 51.758058, 0.0], [-1.266633, 51.758108, 0.0], [-1.267277, 51.757776, 0.0], [-1.267175, 51.757712, 0.0], [-1.267282, 51.757656, 0.0], [-1.267406, 51.757766, 0.0], [-1.268425, 51.757297, 0.0]]]}, ""bbox"": [-1.269648, 51.756653, -1.265077, 51.758612]}], ""bbox"": [-1.269648, 51.756653, -1.265077, 51.758612]}",nelson@oxfordtogether.org,
Jericho,"JERICHO 07 Allam Street, Canal Street, Mount Street, Combe Road",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.269452, 51.759839, 0.0], [-1.269672, 51.75973, 0.0], [-1.269602, 51.759657, 0.0], [-1.270364, 51.759411, 0.0], [-1.270407, 51.759305, 0.0], [-1.270353, 51.759235, 0.0], [-1.270745, 51.759142, 0.0], [-1.270369, 51.758538, 0.0], [-1.270691, 51.758475, 0.0], [-1.270643, 51.758166, 0.0], [-1.270246, 51.758255, 0.0], [-1.269921, 51.758008, 0.0], [-1.270259, 51.757804, 0.0], [-1.270082, 51.757634, 0.0], [-1.26938, 51.757968, 0.0], [-1.269307, 51.757918, 0.0], [-1.269208, 51.757839, 0.0], [-1.269331, 51.757787, 0.0], [-1.26898, 51.757487, 0.0], [-1.268832, 51.757546, 0.0], [-1.26857, 51.757321, 0.0], [-1.268688, 51.757258, 0.0], [-1.268623, 51.757208, 0.0], [-1.268328, 51.757341, 0.0], [-1.268393, 51.757409, 0.0], [-1.268513, 51.757352, 0.0], [-1.268672, 51.757492, 0.0], [-1.268564, 51.757536, 0.0], [-1.268693, 51.757643, 0.0], [-1.26865, 51.757663, 0.0], [-1.26894, 51.757925, 0.0], [-1.26901, 51.757968, 0.0], [-1.26906, 51.757943, 0.0], [-1.26924, 51.758066, 0.0], [-1.269152, 51.758111, 0.0], [-1.269602, 51.758423, 0.0], [-1.269677, 51.758475, 0.0], [-1.269744, 51.758445, 0.0], [-1.270058, 51.758773, 0.0], [-1.270163, 51.75893, 0.0], [-1.27005, 51.758979, 0.0], [-1.270101, 51.75909, 0.0], [-1.269372, 51.759411, 0.0], [-1.26928, 51.759353, 0.0], [-1.269109, 51.759432, 0.0], [-1.269152, 51.759472, 0.0], [-1.268958, 51.759567, 0.0], [-1.269398, 51.759871, 0.0], [-1.269452, 51.759839, 0.0]]]}, ""bbox"": [-1.270745, 51.757208, -1.268328, 51.759871]}], ""bbox"": [-1.270745, 51.757208, -1.268328, 51.759871]}",mount@oxfordtogether.org,7375489413
Jericho,JERICHO 12 Walton Street (2-170),,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.267903, 51.761412, 0.0], [-1.26812, 51.761324, 0.0], [-1.268268, 51.761274, 0.0], [-1.268236, 51.761161, 0.0], [-1.267648, 51.760727, 0.0], [-1.266902, 51.760292, 0.0], [-1.266824, 51.760317, 0.0], [-1.265778, 51.75956, 0.0], [-1.265923, 51.7595, 0.0], [-1.265434, 51.759165, 0.0], [-1.265185, 51.75927, 0.0], [-1.26511, 51.75922, 0.0], [-1.266123, 51.758672, 0.0], [-1.266048, 51.758612, 0.0], [-1.265077, 51.757878, 0.0], [-1.264238, 51.758056, 0.0], [-1.264222, 51.758199, 0.0], [-1.263991, 51.758212, 0.0], [-1.263932, 51.757877, 0.0], [-1.264007, 51.75786, 0.0], [-1.263852, 51.75709, 0.0], [-1.263708, 51.756398, 0.0], [-1.263515, 51.755103, 0.0], [-1.26322, 51.755113, 0.0], [-1.26322, 51.755166, 0.0], [-1.262839, 51.755173, 0.0], [-1.262946, 51.756524, 0.0], [-1.262877, 51.756538, 0.0], [-1.262898, 51.75682, 0.0], [-1.26307, 51.756817, 0.0], [-1.263193, 51.757614, 0.0], [-1.26322, 51.75773, 0.0], [-1.263408, 51.75773, 0.0], [-1.263483, 51.757733, 0.0], [-1.263606, 51.758118, 0.0], [-1.263933, 51.75851, 0.0], [-1.264454, 51.758902, 0.0], [-1.265827, 51.759835, 0.0], [-1.266825, 51.760569, 0.0], [-1.267662, 51.76122, 0.0], [-1.267903, 51.761412, 0.0]]]}, ""bbox"": [-1.268268, 51.755103, -1.262839, 51.761412]}], ""bbox"": [-1.268268, 51.755103, -1.262839, 51.761412]}",walton@oxfordtogether.org,44 7752 394696
Lye Valley,Coverley Road - Flat part,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.2071008, 51.7449367, 0.0], [-1.2070472, 51.7448104, 0.0], [-1.2039037, 51.7456209, 0.0], [-1.2039573, 51.7457404, 0.0], [-1.2071008, 51.7449367, 0.0]]]}, ""bbox"": [-1.2071008, 51.7448104, -1.2039037, 51.7457404]}], ""bbox"": [-1.2071008, 51.7448104, -1.2039037, 51.7457404]}",coverleyflats@oxfordtogether.org,7984452524.0
Lye Valley,Coverley Road - hill part,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.2072725, 51.7448968, 0.0], [-1.2086029, 51.7445514, 0.0], [-1.2084741, 51.7444185, 0.0], [-1.2071652, 51.7447905, 0.0], [-1.2072725, 51.7448968, 0.0]]]}, ""bbox"": [-1.2086029, 51.7444185, -1.2071652, 51.7448968]}], ""bbox"": [-1.2086029, 51.7444185, -1.2071652, 51.7448968]}",coverleyhill@oxfordtogether.org,
Lye Valley,Town Furze,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.2067253, 51.7432427, 0.0], [-1.2065, 51.7428906, 0.0], [-1.2052769, 51.7440266, 0.0], [-1.2052233, 51.744372, 0.0], [-1.2059743, 51.7444119, 0.0], [-1.2067253, 51.7432427, 0.0]]]}, ""bbox"": [-1.2067253, 51.7428906, -1.2052233, 51.7444119]}], ""bbox"": [-1.2067253, 51.7428906, -1.2052233, 51.7444119]}",townfurze@oxfordtogether.org,
Lye Valley,Lye Valley,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.2087531, 51.7465774, 0.0], [-1.2093754, 51.7454548, 0.0], [-1.2084849, 51.7439934, 0.0], [-1.2068112, 51.7430301, 0.0], [-1.2067683, 51.7434486, 0.0], [-1.2084956, 51.7444584, 0.0], [-1.2089999, 51.745488, 0.0], [-1.2085063, 51.7464645, 0.0], [-1.2087531, 51.7465774, 0.0]]]}, ""bbox"": [-1.2093754, 51.7430301, -1.2067683, 51.7465774]}], ""bbox"": [-1.2093754, 51.7430301, -1.2067683, 51.7465774]}",lyevalleychampion@oxfordtogether.org,
Lye Valley,Glebelands,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.2084527, 51.7463848, 0.0], [-1.2068863, 51.7442657, 0.0], [-1.2062855, 51.7440332, 0.0], [-1.206146, 51.7442458, 0.0], [-1.2072296, 51.7452422, 0.0], [-1.2082059, 51.7467834, 0.0], [-1.2084527, 51.7463848, 0.0]]]}, ""bbox"": [-1.2084527, 51.7440332, -1.206146, 51.7467834]}], ""bbox"": [-1.2084527, 51.7440332, -1.206146, 51.7467834]}",glebelands@oxfordtogether.org,
Magdalen,MAGDALEN 04 Rosemary Court,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.2364142, 51.7428091, 0.0], [-1.2359743, 51.7430084, 0.0], [-1.2363391, 51.7432309, 0.0], [-1.236736, 51.7430615, 0.0], [-1.2364142, 51.7428091, 0.0]]]}, ""bbox"": [-1.236736, 51.7428091, -1.2359743, 51.7432309]}], ""bbox"": [-1.236736, 51.7428091, -1.2359743, 51.7432309]}",rosemarycourt@oxfordtogether.org,
Magdalen,MAGDALEN 11 Randolph Street,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.233147, 51.746215, 0.0], [-1.233678, 51.746341, 0.0], [-1.235003, 51.745235, 0.0], [-1.2346685, 51.7449418, 0.0], [-1.2339721, 51.745585, 0.0], [-1.233147, 51.746215, 0.0]]]}, ""bbox"": [-1.235003, 51.7449418, -1.233147, 51.746341]}], ""bbox"": [-1.235003, 51.7449418, -1.233147, 51.746341]}",randolph@oxfordtogether.org,
Magdalen,MAGDALEN 02 Magdalen Road,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.2371223, 51.7417229, 0.0], [-1.2369184, 51.7414904, 0.0], [-1.2360816, 51.741032, 0.0], [-1.235518, 51.741255, 0.0], [-1.235574, 51.74144, 0.0], [-1.235124, 51.741639, 0.0], [-1.2354486, 51.7418591, 0.0], [-1.2339948, 51.7424869, 0.0], [-1.2334047, 51.7428024, 0.0], [-1.2331955, 51.7427759, 0.0], [-1.2330292, 51.7428489, 0.0], [-1.2330238, 51.7429453, 0.0], [-1.2328522, 51.7430449, 0.0], [-1.2316827, 51.7437192, 0.0], [-1.23147, 51.743606, 0.0], [-1.231256, 51.743609, 0.0], [-1.230902, 51.743775, 0.0], [-1.231138, 51.743938, 0.0], [-1.230521, 51.744283, 0.0], [-1.230344, 51.74421, 0.0], [-1.229893, 51.744373, 0.0], [-1.229604, 51.74421, 0.0], [-1.2292634, 51.7443768, 0.0], [-1.2301109, 51.7449348, 0.0], [-1.2326108, 51.7437458, 0.0], [-1.233056, 51.7435299, 0.0], [-1.2348531, 51.7426198, 0.0], [-1.2371223, 51.7417229, 0.0]]]}, ""bbox"": [-1.2371223, 51.741032, -1.2292634, 51.7449348]}], ""bbox"": [-1.2371223, 51.741032, -1.2292634, 51.7449348]}",magdalenroad@oxfordtogether.org,
Magdalen,MAGDALEN 01 Iffley Road ,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.23602, 51.740895, 0.0], [-1.2369184, 51.7414904, 0.0], [-1.2384165, 51.7428843, 0.0], [-1.2385453, 51.7428378, 0.0], [-1.238801, 51.742711, 0.0], [-1.236572, 51.740692, 0.0], [-1.23602, 51.740895, 0.0]]]}, ""bbox"": [-1.238801, 51.740692, -1.23602, 51.7428843]}], ""bbox"": [-1.238801, 51.740692, -1.23602, 51.7428843]}",iffley@oxfordtogether.org,
Magdalen,MAGDALEN 03 Stanley Road,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.2379123, 51.7424392, 0.0], [-1.2373329, 51.7418812, 0.0], [-1.2353695, 51.742798, 0.0], [-1.2352193, 51.742499, 0.0], [-1.2345756, 51.7427847, 0.0], [-1.235509, 51.7434756, 0.0], [-1.235627, 51.7434424, 0.0], [-1.23626, 51.7432231, 0.0], [-1.2358845, 51.7429973, 0.0], [-1.236421, 51.7427647, 0.0], [-1.2367428, 51.7429973, 0.0], [-1.2379123, 51.7424392, 0.0]]]}, ""bbox"": [-1.2379123, 51.7418812, -1.2345756, 51.7434756]}], ""bbox"": [-1.2379123, 51.7418812, -1.2345756, 51.7434756]}",stanley@oxfordtogether.org,
Magdalen,MAGDALEN 05 Hurst Street,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.2345756, 51.7427847, 0.0], [-1.2337673, 51.7432585, 0.0], [-1.237068, 51.745474, 0.0], [-1.237208, 51.745428, 0.0], [-1.23754, 51.745767, 0.0], [-1.237203, 51.745863, 0.0], [-1.237498, 51.746438, 0.0], [-1.238029, 51.746713, 0.0], [-1.238426, 51.746527, 0.0], [-1.238308, 51.746414, 0.0], [-1.238426, 51.746354, 0.0], [-1.237825, 51.745564, 0.0], [-1.237605, 51.745634, 0.0], [-1.237449, 51.745511, 0.0], [-1.237637, 51.745395, 0.0], [-1.237364, 51.745169, 0.0], [-1.2374258, 51.7450522, 0.0], [-1.2357432, 51.7439185, 0.0], [-1.2352452, 51.7433383, 0.0], [-1.2345756, 51.7427847, 0.0]]]}, ""bbox"": [-1.238426, 51.7427847, -1.2337673, 51.746713]}], ""bbox"": [-1.238426, 51.7427847, -1.2337673, 51.746713]}",hurst@oxfordtogether.org,
Magdalen,MAGDALEN 07 Aston Street,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.2384165, 51.7428843, 0.0], [-1.2379515, 51.7426034, 0.0], [-1.235398, 51.74358, 0.0], [-1.2363207, 51.7442111, 0.0], [-1.2385737, 51.743115, 0.0], [-1.2384165, 51.7428843, 0.0]]]}, ""bbox"": [-1.2385737, 51.7426034, -1.235398, 51.7442111]}], ""bbox"": [-1.2385737, 51.7426034, -1.235398, 51.7442111]}",aston@oxfordtogether.org,
Magdalen,MAGDALEN 06 St Mary's Road ,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.2335097, 51.7433475, 0.0], [-1.2327373, 51.7436929, 0.0], [-1.2342071, 51.74451, 0.0], [-1.2347865, 51.7441712, 0.0], [-1.2335097, 51.7433475, 0.0]]]}, ""bbox"": [-1.2347865, 51.7433475, -1.2327373, 51.74451]}], ""bbox"": [-1.2347865, 51.7433475, -1.2327373, 51.74451]}",stmarysrd@oxfordtogether.org,
New Hinksey,Summerfield,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.254461, 51.73978, 0.0], [-1.255153, 51.739448, 0.0], [-1.254541, 51.738933, 0.0], [-1.254241, 51.739076, 0.0], [-1.254101, 51.738963, 0.0], [-1.253747, 51.739132, 0.0], [-1.254461, 51.73978, 0.0]]]}, ""bbox"": [-1.255153, 51.738933, -1.253747, 51.73978]}], ""bbox"": [-1.255153, 51.738933, -1.253747, 51.73978]}",summerfield@oxfordtogether.org,
New Hinksey,"Vicarage Road, Vicarage Lane",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.254101, 51.738963, 0.0], [-1.253699, 51.738647, 0.0], [-1.25298, 51.738989, 0.0], [-1.253806, 51.740072, 0.0], [-1.254455, 51.73977, 0.0], [-1.2537796, 51.7391353, 0.0], [-1.254101, 51.738963, 0.0]]], [[[-1.254536, 51.738923, 0.0], [-1.254444, 51.738693, 0.0], [-1.255357, 51.738262, 0.0], [-1.255239, 51.738152, 0.0], [-1.255448, 51.738062, 0.0], [-1.256402, 51.738876, 0.0], [-1.257143, 51.738521, 0.0], [-1.256607, 51.737209, 0.0], [-1.255818, 51.737418, 0.0], [-1.254423, 51.738009, 0.0], [-1.254592, 51.738179, 0.0], [-1.254729, 51.738348, 0.0], [-1.254144, 51.738631, 0.0], [-1.254536, 51.738923, 0.0]]]]}, ""bbox"": [-1.257143, 51.737209, -1.25298, 51.740072]}], ""bbox"": [-1.257143, 51.737209, -1.25298, 51.740072]}",vicarage@oxfordtogether.org,
New Hinksey,Lincoln Road,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.251816, 51.737214, 0.0], [-1.25438, 51.736234, 0.0], [-1.253625, 51.735619, 0.0], [-1.251801, 51.736373, 0.0], [-1.252048, 51.736729, 0.0], [-1.251581, 51.736838, 0.0], [-1.251816, 51.737214, 0.0]]]}, ""bbox"": [-1.25438, 51.735619, -1.251581, 51.737214]}], ""bbox"": [-1.25438, 51.735619, -1.251581, 51.737214]}",lincoln@oxfordtogether.org,
New Hinksey,Wytham St,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.2560393, 51.7359155, 0.0], [-1.2560337, 51.7358478, 0.0], [-1.2559196, 51.7356427, 0.0], [-1.2560393, 51.7359155, 0.0]]], [[[-1.2560513, 51.7360597, 0.0], [-1.2561134, 51.7361832, 0.0], [-1.2550765, 51.7365671, 0.0], [-1.254917, 51.736769, 0.0], [-1.2548312, 51.7368022, 0.0], [-1.2555659, 51.7375208, 0.0], [-1.255818, 51.737418, 0.0], [-1.256607, 51.737209, 0.0], [-1.2560393, 51.7359155, 0.0], [-1.2560513, 51.7360597, 0.0]]], [[[-1.2559196, 51.7356427, 0.0], [-1.2539563, 51.734228, 0.0], [-1.2514889, 51.7331057, 0.0], [-1.2503625, 51.7337269, 0.0], [-1.2504537, 51.7338864, 0.0], [-1.2499977, 51.7339993, 0.0], [-1.2505127, 51.7348332, 0.0], [-1.2509257, 51.7347335, 0.0], [-1.2506093, 51.7341089, 0.0], [-1.2514729, 51.73379, 0.0], [-1.253092, 51.735164, 0.0], [-1.25438, 51.736234, 0.0], [-1.2559196, 51.7356427, 0.0]]]]}, ""bbox"": [-1.256607, 51.7331057, -1.2499977, 51.7375208]}], ""bbox"": [-1.256607, 51.7331057, -1.2499977, 51.7375208]}",wytham@oxfordtogether.org,
New Hinksey,Gordon St,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.25445, 51.738703, 0.0], [-1.254541, 51.738933, 0.0], [-1.255153, 51.739448, 0.0], [-1.255694, 51.739202, 0.0], [-1.256408, 51.738886, 0.0], [-1.256145, 51.738654, 0.0], [-1.255625, 51.738889, 0.0], [-1.255051, 51.738404, 0.0], [-1.25445, 51.738703, 0.0]]]}, ""bbox"": [-1.256408, 51.738404, -1.25445, 51.739448]}], ""bbox"": [-1.256408, 51.738404, -1.25445, 51.739448]}",gordon@oxfordtogether.org,
New Hinksey,Lake St,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.257148, 51.738531, 0.0], [-1.253811, 51.740082, 0.0], [-1.254203, 51.7406, 0.0], [-1.255362, 51.740125, 0.0], [-1.257465, 51.739192, 0.0], [-1.257148, 51.738531, 0.0]]]}, ""bbox"": [-1.257465, 51.738531, -1.253811, 51.7406]}], ""bbox"": [-1.257465, 51.738531, -1.253811, 51.7406]}",lake@oxfordtogether.org,
New Hinksey,Monmouth Road,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.251801, 51.736373, 0.0], [-1.253613, 51.735613, 0.0], [-1.253092, 51.735164, 0.0], [-1.251499, 51.735857, 0.0], [-1.251687, 51.736118, 0.0], [-1.251242, 51.736241, 0.0], [-1.251581, 51.736838, 0.0], [-1.252048, 51.736729, 0.0], [-1.251801, 51.736373, 0.0]]]}, ""bbox"": [-1.253613, 51.735164, -1.251242, 51.736838]}], ""bbox"": [-1.253613, 51.735164, -1.251242, 51.736838]}",monmouth@oxfordtogether.org,
New Hinksey,Sunningwell Rd,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.254917, 51.736769, 0.0], [-1.2550765, 51.7365671, 0.0], [-1.255639, 51.7363666, 0.0], [-1.2561134, 51.7361832, 0.0], [-1.2560513, 51.7360597, 0.0], [-1.2560337, 51.7358478, 0.0], [-1.2559196, 51.7356427, 0.0], [-1.251816, 51.737214, 0.0], [-1.252379, 51.738164, 0.0], [-1.252767, 51.738055, 0.0], [-1.252543, 51.737681, 0.0], [-1.254917, 51.736769, 0.0]]]}, ""bbox"": [-1.2561134, 51.7356427, -1.251816, 51.738164]}], ""bbox"": [-1.2561134, 51.7356427, -1.251816, 51.738164]}",sunningwell_norreys@oxfordtogether.org,
New Hinksey,Thames Donnington Bridge - Ring Road,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.241435, 51.735556, 0.0], [-1.24298, 51.735264, 0.0], [-1.241478, 51.732553, 0.0], [-1.241478, 51.730746, 0.0], [-1.240663, 51.729975, 0.0], [-1.241993, 51.725416, 0.0], [-1.240727, 51.724858, 0.0], [-1.239118, 51.729816, 0.0], [-1.240663, 51.731291, 0.0], [-1.240534, 51.732726, 0.0], [-1.241435, 51.735556, 0.0]]]}, ""bbox"": [-1.24298, 51.724858, -1.239118, 51.735556]}], ""bbox"": [-1.24298, 51.724858, -1.239118, 51.735556]}",thamesdonningtonbridge_ringroad@oxfordtogether.org,
New Hinksey,"Green Place, Vicarage Court",,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.254241, 51.739076, 0.0], [-1.254541, 51.738933, 0.0], [-1.254144, 51.738631, 0.0], [-1.254729, 51.738348, 0.0], [-1.254423, 51.738009, 0.0], [-1.254222, 51.737835, 0.0], [-1.253106, 51.738294, 0.0], [-1.253026, 51.738333, 0.0], [-1.253434, 51.738772, 0.0], [-1.253699, 51.738647, 0.0], [-1.254241, 51.739076, 0.0]]]}, ""bbox"": [-1.254729, 51.737835, -1.253026, 51.739076]}], ""bbox"": [-1.254729, 51.737835, -1.253026, 51.739076]}",greenplacevicaragecourt@oxfordtogether.org,
New Hinksey,Northampton Road,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.251242, 51.736241, 0.0], [-1.251687, 51.736118, 0.0], [-1.251499, 51.735857, 0.0], [-1.253092, 51.735164, 0.0], [-1.2524529, 51.7346084, 0.0], [-1.2507953, 51.7353161, 0.0], [-1.2508167, 51.7353725, 0.0], [-1.251242, 51.736241, 0.0]]]}, ""bbox"": [-1.253092, 51.7346084, -1.2507953, 51.736241]}], ""bbox"": [-1.253092, 51.7346084, -1.2507953, 51.736241]}",northampton@oxfordtogether.org,
New Hinksey,Oswestry Road,,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""0"", ""type"": ""Feature"", ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-1.2507953, 51.7353161, 0.0], [-1.2524529, 51.7346084, 0.0], [-1.2514729, 51.73379, 0.0], [-1.2506093, 51.7341089, 0.0], [-1.2509257, 51.7347335, 0.0], [-1.2505127, 51.7348332, 0.0], [-1.2507953, 51.7353161, 0.0]]]}, ""bbox"": [-1.2524529, 51.73379, -1.2505127, 51.7353161]}], ""bbox"": [-1.2524529, 51.73379, -1.2505127, 51.7353161]}",oswestry@oxfordtogether.org,
